id,label,weight,n_classes,n_labels,length,allow_unlabeled,sparse,return_indicator,return_distributions,random_state
353,5,100,5,2,50, True, True, 'dense', False, 'None'
354,5,100,5,2,50, True, True, 'dense', False, 'None'
355,5,100,5,2,50, True, True, 'dense', False, 'None'
356,5,100,5,2,50, True, True, 'dense', False, 'None'
357,5,100,5,2,50, True, True, 'dense', False, 'None'
358,5,100,5,2,50, True, True, 'dense', False, 'None'
359,5,100,5,2,50, True, True, 'dense', False, 'None'
360,5,100,5,2,50, True, True, 'dense', False, 'None'
361,5,100,5,2,50, True, True, 'dense', False, 'None'
362,2,100,0,5,50, True, True, 'False', False, 'int'
363,2,100,0,5,50, True, True, 'False', False, 'int'
364,2,100,0,5,50, True, True, 'False', False, 'int'
365,2,100,0,5,50, True, True, 'False', False, 'int'
366,2,100,0,5,50, True, True, 'False', False, 'int'
367,2,100,0,5,50, True, True, 'False', False, 'int'
368,2,100,0,5,50, True, True, 'False', False, 'int'
369,2,100,0,5,50, True, True, 'False', False, 'int'
370,2,100,0,5,50, True, True, 'False', False, 'int'
371,2,100,0,5,50, True, True, 'False', False, 'int'
372,2,100,0,5,50, True, True, 'False', False, 'int'
373,2,100,0,5,50, True, True, 'False', False, 'int'
374,2,100,0,5,50, True, True, 'False', False, 'int'
375,2,100,0,5,50, True, True, 'False', False, 'int'
376,2,100,0,5,50, True, True, 'False', False, 'int'
377,2,100,0,5,50, True, True, 'False', False, 'int'
378,2,100,0,5,50, True, True, 'False', False, 'int'
379,2,100,0,5,50, True, True, 'False', False, 'int'
380,2,100,0,5,50, True, True, 'False', False, 'int'
381,3,100,5,2,0, True, True, 'dense', True, 'None'
382,3,100,5,2,0, True, True, 'dense', True, 'None'
383,3,100,5,2,0, True, True, 'dense', True, 'None'
384,3,100,5,2,0, True, True, 'dense', True, 'None'
385,3,100,5,2,0, True, True, 'dense', True, 'None'
386,3,100,5,2,0, True, True, 'dense', True, 'None'
387,3,100,5,2,0, True, True, 'dense', True, 'None'
388,3,100,5,2,0, True, True, 'dense', True, 'None'
389,3,100,5,2,0, True, True, 'dense', True, 'None'
390,3,100,5,2,0, True, True, 'dense', True, 'None'
391,3,100,5,2,0, True, True, 'dense', True, 'None'
392,3,100,5,2,0, True, True, 'dense', True, 'None'
393,3,100,5,2,0, True, True, 'dense', True, 'None'
394,3,100,5,2,0, True, True, 'dense', True, 'None'
395,3,100,5,2,0, True, True, 'dense', True, 'None'
396,3,100,5,2,0, True, True, 'dense', True, 'None'
397,3,100,5,2,0, True, True, 'dense', True, 'None'
398,3,100,5,2,0, True, True, 'dense', True, 'None'
399,3,100,5,2,0, True, True, 'dense', True, 'None'
400,1,100,5,5,52, True, False, 'dense', False, 'int'
401,1,100,5,5,52, True, False, 'dense', False, 'int'
402,1,100,5,5,52, True, False, 'dense', False, 'int'
403,1,100,5,5,52, True, False, 'dense', False, 'int'
404,1,100,5,5,52, True, False, 'dense', False, 'int'
405,1,100,5,5,52, True, False, 'dense', False, 'int'
406,1,100,5,5,52, True, False, 'dense', False, 'int'
407,1,100,5,5,52, True, False, 'dense', False, 'int'
408,1,100,5,5,52, True, False, 'dense', False, 'int'
409,1,100,5,5,52, True, False, 'dense', False, 'int'
410,1,100,5,5,52, True, False, 'dense', False, 'int'
411,1,100,5,5,52, True, False, 'dense', False, 'int'
412,1,100,5,5,52, True, False, 'dense', False, 'int'
413,1,100,5,5,52, True, False, 'dense', False, 'int'
414,1,100,5,5,52, True, False, 'dense', False, 'int'
415,1,100,5,5,52, True, False, 'dense', False, 'int'
416,1,100,5,5,52, True, False, 'dense', False, 'int'
417,1,100,5,5,52, True, False, 'dense', False, 'int'
418,1,100,5,5,52, True, False, 'dense', False, 'int'
419,3,100,0,0,0, True, True, 'False', True, 'None'
420,3,100,0,0,0, True, True, 'False', True, 'None'
421,3,100,0,0,0, True, True, 'False', True, 'None'
422,3,100,0,0,0, True, True, 'False', True, 'None'
423,3,100,0,0,0, True, True, 'False', True, 'None'
424,3,100,0,0,0, True, True, 'False', True, 'None'
425,3,100,0,0,0, True, True, 'False', True, 'None'
426,3,100,0,0,0, True, True, 'False', True, 'None'
427,3,100,0,0,0, True, True, 'False', True, 'None'
428,3,100,0,0,0, True, True, 'False', True, 'None'
429,3,100,0,0,0, True, True, 'False', True, 'None'
430,3,100,0,0,0, True, True, 'False', True, 'None'
431,3,100,0,0,0, True, True, 'False', True, 'None'
432,3,100,0,0,0, True, True, 'False', True, 'None'
433,3,100,0,0,0, True, True, 'False', True, 'None'
434,3,100,0,0,0, True, True, 'False', True, 'None'
435,3,100,0,0,0, True, True, 'False', True, 'None'
436,3,100,0,0,0, True, True, 'False', True, 'None'
437,3,100,0,0,0, True, True, 'False', True, 'None'
438,6,100,10,2,50, False, True, 'dense', True, 'int'
439,6,100,10,2,50, False, True, 'dense', True, 'int'
440,6,100,10,2,50, False, True, 'dense', True, 'int'
441,6,100,10,2,50, False, True, 'dense', True, 'int'
442,6,100,10,2,50, False, True, 'dense', True, 'int'
443,6,100,10,2,50, False, True, 'dense', True, 'int'
444,6,100,10,2,50, False, True, 'dense', True, 'int'
445,6,100,10,2,50, False, True, 'dense', True, 'int'
446,6,100,10,2,50, False, True, 'dense', True, 'int'
447,6,100,10,2,50, False, True, 'dense', True, 'int'
448,6,100,10,2,50, False, True, 'dense', True, 'int'
449,6,100,10,2,50, False, True, 'dense', True, 'int'
450,6,100,10,2,50, False, True, 'dense', True, 'int'
451,6,100,10,2,50, False, True, 'dense', True, 'int'
452,6,100,10,2,50, False, True, 'dense', True, 'int'
453,6,100,10,2,50, False, True, 'dense', True, 'int'
454,6,100,10,2,50, False, True, 'dense', True, 'int'
455,6,100,10,2,50, False, True, 'dense', True, 'int'
456,6,100,10,2,50, False, True, 'dense', True, 'int'
457,3,100,0,2,0, True, True, 'dense', True, 'None'
458,3,100,0,2,0, True, True, 'dense', True, 'None'
459,3,100,0,2,0, True, True, 'dense', True, 'None'
460,3,100,0,2,0, True, True, 'dense', True, 'None'
461,3,100,0,2,0, True, True, 'dense', True, 'None'
462,3,100,0,2,0, True, True, 'dense', True, 'None'
463,3,100,0,2,0, True, True, 'dense', True, 'None'
464,3,100,0,2,0, True, True, 'dense', True, 'None'
465,3,100,0,2,0, True, True, 'dense', True, 'None'
466,3,100,0,2,0, True, True, 'dense', True, 'None'
467,3,100,0,2,0, True, True, 'dense', True, 'None'
468,3,100,0,2,0, True, True, 'dense', True, 'None'
469,3,100,0,2,0, True, True, 'dense', True, 'None'
470,3,100,0,2,0, True, True, 'dense', True, 'None'
471,3,100,0,2,0, True, True, 'dense', True, 'None'
472,3,100,0,2,0, True, True, 'dense', True, 'None'
473,3,100,0,2,0, True, True, 'dense', True, 'None'
474,3,100,0,2,0, True, True, 'dense', True, 'None'
475,3,100,0,2,0, True, True, 'dense', True, 'None'
476,7,100,2,2,5, True, True, 'False', False, 'None'
477,7,100,2,2,5, True, True, 'False', False, 'None'
478,7,100,2,2,5, True, True, 'False', False, 'None'
479,7,100,2,2,5, True, True, 'False', False, 'None'
480,7,100,2,2,5, True, True, 'False', False, 'None'
