size,time,label,result
7501,3892578,5,TRUE
7601,3944873,5,TRUE
7701,4002270,5,TRUE
7801,4051752,5,TRUE
7901,4100833,5,TRUE
8001,4149675,5,TRUE
8101,4207900,5,TRUE
8201,4254300,5,TRUE
8301,4304695,5,TRUE
8401,4353740,5,TRUE
8501,4404043,5,TRUE
8601,4468321,5,TRUE
8701,4521304,5,TRUE
8801,4564463,5,TRUE
8901,4613359,5,TRUE
9001,4672471,5,TRUE
9101,4723542,5,TRUE
9201,4781414,5,TRUE
9301,4829284,5,TRUE
9401,4875793,5,TRUE
9501,4923296,5,TRUE
9601,4989034,5,TRUE
9701,5028845,5,TRUE
9801,5099683,5,TRUE
9901,5138542,5,TRUE
10000,5203725,5,TRUE
1,1515,6,TRUE
101,52769,6,TRUE
201,104480,6,TRUE
301,155796,6,TRUE
401,207569,6,TRUE
501,259890,6,TRUE
601,310501,6,TRUE
701,361810,6,TRUE
801,414067,6,TRUE
901,464341,6,TRUE
1001,517207,6,TRUE
1101,568302,6,TRUE
1201,619130,6,TRUE
1301,671406,6,TRUE
1401,722407,6,TRUE
1501,784115,6,TRUE
1601,827889,6,TRUE
1701,880054,6,TRUE
1801,929072,6,TRUE
1901,979737,6,TRUE
2001,1036786,6,TRUE
2101,1085543,6,TRUE
2201,1135694,6,TRUE
2301,1186899,6,TRUE
2401,1237898,6,TRUE
2501,1297477,6,TRUE
2601,1343661,6,TRUE
2701,1395055,6,TRUE
2801,1443665,6,TRUE
2901,1496380,6,TRUE
3001,1555702,6,TRUE
3101,1599484,6,TRUE
3201,1651706,6,TRUE
3301,1703869,6,TRUE
3401,1753784,6,TRUE
3501,1814461,6,TRUE
3601,1856046,6,TRUE
3701,1908045,6,TRUE
3801,1983278,6,TRUE
3901,2027825,6,TRUE
4001,2065312,6,TRUE
4101,2140805,6,TRUE
4201,2175858,6,TRUE
4301,2218678,6,TRUE
4401,2297034,6,TRUE
4501,2339390,6,TRUE
4601,2393127,6,TRUE
4701,2447369,6,TRUE
4801,2495230,6,TRUE
