id,samples,features,info,class,n_jobs,solver,penalty,dual,tol,C,fit_intercept,intercept_scale,iteration,mutli-class
8686,55000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8687,56000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8688,57000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8689,58000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8690,59000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8691,60000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8692,61000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8693,62000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8694,63000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8695,64000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8696,65000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8697,66000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8698,67000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8699,68000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8700,69000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8701,70000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8702,71000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8703,72000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8704,73000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8705,74000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8706,75000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8707,76000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8708,77000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8709,78000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8710,79000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8711,80000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8712,81000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8713,82000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8714,83000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8715,84000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8716,85000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8717,86000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8718,87000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8719,88000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8720,89000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8721,90000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8722,91000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8723,92000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8724,93000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8725,94000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8726,95000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8727,96000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8728,97000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8729,98000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8730,99000,50,2,2,6, 'saga', 'l1', False,0,10, True,1,100, 'multinomial'
8731,10000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8732,11000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8733,12000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8734,13000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8735,14000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8736,15000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8737,16000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8738,17000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8739,18000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8740,19000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8741,20000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8742,21000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8743,22000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8744,23000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8745,24000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8746,25000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8747,26000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8748,27000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8749,28000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8750,29000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8751,30000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8752,31000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8753,32000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8754,33000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8755,34000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8756,35000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8757,36000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8758,37000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8759,38000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8760,39000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8761,40000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8762,41000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8763,42000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8764,43000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8765,44000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8766,45000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8767,46000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8768,47000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8769,48000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8770,49000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8771,50000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8772,51000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8773,52000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8774,53000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8775,54000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8776,55000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8777,56000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8778,57000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8779,58000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8780,59000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8781,60000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8782,61000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8783,62000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8784,63000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8785,64000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8786,65000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8787,66000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8788,67000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8789,68000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8790,69000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8791,70000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8792,71000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8793,72000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8794,73000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8795,74000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8796,75000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8797,76000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8798,77000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8799,78000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8800,79000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8801,80000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8802,81000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8803,82000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8804,83000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8805,84000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8806,85000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8807,86000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8808,87000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8809,88000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8810,89000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8811,90000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8812,91000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8813,92000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8814,93000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8815,94000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8816,95000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8817,96000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8818,97000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8819,98000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8820,99000,50,2,2,1, 'saga', 'l2', False,0,10, False,1,100, 'multinomial'
8821,10000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8822,11000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8823,12000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8824,13000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8825,14000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8826,15000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8827,16000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8828,17000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8829,18000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8830,19000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8831,20000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8832,21000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8833,22000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8834,23000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8835,24000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8836,25000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8837,26000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8838,27000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8839,28000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8840,29000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8841,30000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8842,31000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8843,32000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8844,33000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8845,34000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8846,35000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8847,36000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8848,37000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8849,38000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8850,39000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8851,40000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8852,41000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8853,42000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8854,43000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8855,44000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8856,45000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8857,46000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8858,47000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8859,48000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8860,49000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8861,50000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8862,51000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8863,52000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8864,53000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8865,54000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8866,55000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8867,56000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8868,57000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8869,58000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8870,59000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8871,60000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8872,61000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8873,62000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8874,63000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8875,64000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8876,65000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8877,66000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8878,67000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8879,68000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8880,69000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8881,70000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8882,71000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8883,72000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8884,73000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8885,74000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8886,75000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8887,76000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8888,77000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8889,78000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8890,79000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8891,80000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8892,81000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8893,82000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8894,83000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8895,84000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8896,85000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8897,86000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8898,87000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8899,88000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8900,89000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8901,90000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8902,91000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8903,92000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8904,93000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8905,94000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8906,95000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8907,96000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8908,97000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8909,98000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8910,99000,5,2,2,1, 'saga', 'l2', False,0.0001,0.01, True,2,100, 'ovr'
8911,10000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8912,11000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8913,12000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8914,13000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8915,14000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8916,15000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8917,16000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8918,17000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8919,18000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8920,19000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8921,20000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8922,21000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8923,22000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8924,23000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8925,24000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8926,25000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8927,26000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8928,27000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8929,28000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8930,29000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8931,30000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8932,31000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8933,32000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8934,33000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8935,34000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8936,35000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8937,36000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8938,37000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8939,38000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8940,39000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8941,40000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8942,41000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8943,42000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8944,43000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8945,44000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8946,45000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8947,46000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8948,47000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8949,48000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8950,49000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8951,50000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8952,51000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8953,52000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8954,53000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8955,54000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8956,55000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8957,56000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8958,57000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8959,58000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8960,59000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8961,60000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8962,61000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8963,62000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8964,63000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8965,64000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8966,65000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8967,66000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8968,67000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8969,68000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8970,69000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8971,70000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8972,71000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8973,72000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8974,73000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8975,74000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8976,75000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8977,76000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8978,77000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8979,78000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8980,79000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8981,80000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8982,81000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8983,82000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8984,83000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8985,84000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8986,85000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8987,86000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8988,87000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8989,88000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8990,89000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8991,90000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8992,91000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8993,92000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8994,93000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
8995,94000,50,2,2,6, 'saga', 'l1', True,0,1, False,1,100, 'ovr'
